dealId,keywords,title,startDate,endDate,poweredBy,percentageValue,targetEntityId,sourceEntityId,redeemableCount,orderType,expiresIn,description,targetBranches,likedByMe,dislikedByMe,targetEntityName,targetEntityLogo,sourceOriginalId,sourceEntityName,sourceEntityDescription,sourceEntityContactNumber,buy,apply,sourceEntityLogo,associations,isRedeemable,redeemedCount,redemptionDetails,onlineAvailable,metaData,image,likeCount,dislikeCount
90158,[''],20% off,2022-12-23T14:46:00,2023-12-31T23:59:00,NONE,20,28560,30,0,OUTLET,233856,"* Discount is not valid with partner's own promotions or deals
* The discount will be applicable on minimum spend of Rs.2000
* The offer is valid till 31-Dec-2023
* Terms & Conditions apply.",{'1176760': 'Ghanta Ghar Sialkot Branch'},false,false,Smart cut,https://d2liqplnt17rh6.cloudfront.net/logoImages/smartcutlogo_f7caa93a-790f-4962-8a28-810fe36f90f8-518.jpeg,44,Faysal Bank Limited,"Bank on Ambition! Faysal bank provides easy personal and home loan to its customers along with atm facility around the country. Here you can find all the deals and discounts on all Faysal Bank Credit and Debit Cards including Master World Credit Card, Master Platinum Credit Card, Master Titanium Credit Card, Visa Gold Debit Card etc..",111 747 747,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/faysalbanknewlog_e0d5276a-622e-47e2-8cc2-c308965912c7-514.jpeg,"[{'typeId': 1813, 'name': 'Faysal Islami Noor Platinum  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorplatinum_99a6afe3-e3c5-4c4d-806e-d9423cd1b825-266.png', 'order': 0, 'sourceEntityAssociationId': 2233}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
90069,[''],UP TO 14% off,2022-12-20T17:40:00,2023-12-19T23:59:00,NONE,14,27197,45,0,OUTLET,233856,"* Discount is only applicable on Health wire’s Pharmacy through Website / Mobile App
* Discount promo code ABL14
* Allied Bank offers discounts and/or promotional offers that are discretionary and the card members are not entitled to claim the same as a matter of their right.
* Allied Bank is entitled at any time without any liability to card member in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts and/or promotional offers.
* Allied Bank Card members may be entitled to discounts mentioned above in respect of payments made at the mentioned Alliance Partners through their Allied (Visa, Paypak ) Cards (including Credit ,Debit and Prepaid cards) and is not applicable in respect of cash transactions.
* These discounts are not valid in conjunction with other special promotions and/or discount programs defined by Allied Bank or Alliance Partners.
* For any further information, please call Helpline at: 111-225-225.",{},false,false,Healthwire,https://d2liqplnt17rh6.cloudfront.net/logoImages/healthwirelogo_68e2d73f-5c9c-4ab1-88d9-d313821568cb-25.jpeg,778,Allied Bank,Ap Kay Dil Mai Hamara Account,111 110 110,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/960e7769-9ded-428d-89a7-b1d4776435ba-350.jpeg,"[{'typeId': 1600, 'name': 'Visa Premium Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablvisapremium_87373a5a-9539-4fe2-9b99-203268754826-807.jpeg', 'order': 15, 'sourceEntityAssociationId': 1710}, {'typeId': 1733, 'name': 'Visa Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/visaplatinumcard_dad12d69-ab1b-4cc8-bb58-357c1480599b-563.jpeg', 'order': 14, 'sourceEntityAssociationId': 2087}, {'typeId': 631, 'name': 'Visa Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/56ce444b-ba3f-4d26-ab2a-82bfe57db0cf-187.png', 'order': 13, 'sourceEntityAssociationId': 502}, {'typeId': 630, 'name': 'Visa Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/e1ed6397-9c1f-4edd-b8d0-a4b8c1bb1e49-456.png', 'order': 12, 'sourceEntityAssociationId': 99}, {'typeId': 1816, 'name': 'Gold UPI & PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablpaypakgoldcard_a3cf46ca-35e3-4bf9-8110-d83666fdc88e-965.jpeg', 'order': 11, 'sourceEntityAssociationId': 2291}, {'typeId': 1549, 'name': 'Cash+Shop Sapphire 200 Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bbaa4890-0b81-48bb-9dd6-e0dbb84767d7-630.png', 'order': 10, 'sourceEntityAssociationId': 1534}, {'typeId': 1548, 'name': 'Cash+Shop Sapphire Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/5aa4636a-2442-460e-91fa-7bdd0d19447f-202.png', 'order': 9, 'sourceEntityAssociationId': 1533}, {'typeId': 629, 'name': 'Cash+Shop Classic Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablcashshopvisaclassiccard_dbd24905-fc34-41d7-93c5-39940bb98c11-657.jpeg', 'order': 8, 'sourceEntityAssociationId': 100}, {'typeId': 1695, 'name': 'Youth VISA DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablvisayouthcard_04ef14d1-1710-4259-85d7-99ff8984e1c1-790.jpeg', 'order': 7, 'sourceEntityAssociationId': 1984}, {'typeId': 1551, 'name': 'Classic UPI & PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablpaypakcobadgedcard_794b49fa-d65b-405c-9b11-8a52426a6ab1-320.jpeg', 'order': 6, 'sourceEntityAssociationId': 1536}, {'typeId': 1817, 'name': 'Classic Plus UPI & PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablclassicpluscard_0916170f-677d-4ca3-a029-b587ff12c166-85.jpeg', 'order': 5, 'sourceEntityAssociationId': 2294}, {'typeId': 1550, 'name': 'EZCash Prepaid Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablezcash_ca5cfee9-5b75-4307-a2f1-ed80dde8aa2c-961.jpeg', 'order': 4, 'sourceEntityAssociationId': 1537}, {'typeId': 1694, 'name': 'Islamic Banking VISA DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablislamiccard_cf37014f-a7e7-4f48-aff7-1b3a7d6c171e-958.jpeg', 'order': 3, 'sourceEntityAssociationId': 1983}, {'typeId': 1698, 'name': 'UPI & Paypak myWallet Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/upimywalletcard_265ca4ff-50bb-4f44-aacc-144d58a46876-144.jpeg', 'order': 2, 'sourceEntityAssociationId': 1994}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
90600,[''],Additional 30% off (Fantastic Friday),2022-12-20T00:00:00,2023-01-31T23:59:00,NONE,30,200,240,0,OUTLET,233856,"* You can avail one promo code on Fridays only
* Maximum discount cap PKR 300 per promo code
* Click ""Avail Now"" to get your promo code
* Click “Place Order"" button to avail the discount at foodpanda
* This offer is exclusively available for PRIMUS clients on EFU Life PlanIT Mobile Application
* Offer is valid for a limited time period only
* EFU Life reserves the right to terminate or withdraw or change the criteria of any discount offering without providing prior notice or reason
* For queries or complaints, please contact our Loyalty support partner at 0348-1114878
* EFU Life will not be responsible for any complaint or liability that arises with respect to products and services availed at the mentioned partners
* The discount will not be applicable on restaurants that do not accept vouchers on foodpanda",{},false,false,foodpanda,https://d2liqplnt17rh6.cloudfront.net/logoImages/foodpandanewlogo_387824f6-fe62-40df-aeb0-d92778c59ccd-27.jpeg,67638,EFU Life Aktiv,Zaroori Hai,111 338 111,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/efulifelogo852a9aadb7424dc48231deaa0c25e58497_7a9cd714-8a82-4041-8a7b-2033bd3a1112-837.jpg,"[{'typeId': 1851, 'name': 'Reward Points', 'image': None, 'order': 0, 'sourceEntityAssociationId': 2465}, {'typeId': 1850, 'name': 'Vouchers', 'image': None, 'order': 0, 'sourceEntityAssociationId': 2464}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
90066,[''],UP TO 30% off on Selected Services,2022-12-19T18:22:00,2023-12-15T23:59:00,NONE,30,1387,28,0,OUTLET,233856,"* 30% off on FUE 
* 20% off with FUT 
* 15% off on Toppik 
* 15% off on PRP 
* Up to 10% off on Non-Surgical Hair System 
* Up to 10% off on Cosmetics
* Any discount/deals offered by the identified merchants shall constitute transactions between the respective merchant and the customer and the Bank shall not be held liable for any losses or claims that a customer may have in relation to the discount/deal offered by the merchant.
* The Bank will endeavor to make timely efforts to inform the customer is respect of the closure, however, the Bank shall in no matter be responsible for the closure/shifting of the merchant outlet(s).
* These offers cannot be utilized in conjunction with any other promotions.
* These offers are valid for limited time only.
* Bank AL Habib may terminate, withdraw, change the criteria and conditions for the discounts and promotional offers at any time.
* For Bank AL Habib Limited latest alliance and discount arrangements, please visit our official website www.bankalhabib.com
* Other terms and conditions may also apply.",{'5375': 'Aziz Shaheed Rd Sialkot Branch'},false,false,Hair Club,https://d2liqplnt17rh6.cloudfront.net/logoImages/hairclub_52f00251-76b2-46ac-b37e-16edbc1e4afa-24.jpeg,46,Bank AL Habib,"Rishta Bharosay Ka! Bank Al Habib has earned a reputation of being one of the leading & most trusted bank of Pakistan. It provides amazing online (internet) banking facility to its customers along with easy car loan. Here you can find all the deals and discounts on all Bank Al Habib Debit Cards including BAHL Union Pay Debit Card, Visa Gold Debit Card and Visa Silver Debit Card.",111 014 014,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/26bf5b92-38d4-42c2-adfd-634952fa22e6-626.jpeg,"[{'typeId': 644, 'name': 'Visa Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bahlvisagold_98479b94-9419-4c81-af7a-8f6440bfe0e7-139.jpeg', 'order': 6, 'sourceEntityAssociationId': 124}, {'typeId': 647, 'name': 'Visa Silver Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bahlvisasilver_01ed9822-706d-4139-9fd5-517d770136cd-248.jpeg', 'order': 5, 'sourceEntityAssociationId': 125}, {'typeId': 1682, 'name': 'BAHL UnionPay Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bahlunionpaycard_16a5e4e3-9e2e-4e5a-aea9-b560fb4ae1bf-502.jpeg', 'order': 4, 'sourceEntityAssociationId': 1923}, {'typeId': 646, 'name': 'BAHL UnionPay Apna Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bahlapnaunionpay_135ee0a2-165b-440e-bb32-b75847b383a9-703.jpeg', 'order': 0, 'sourceEntityAssociationId': 504}, {'typeId': 1684, 'name': 'Mastercard Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastercardgoldcreditbahl_e6e5964e-1ccb-4897-ba90-9f7153c63be8-254.jpeg', 'order': 0, 'sourceEntityAssociationId': 1929}, {'typeId': 1683, 'name': 'Mastercard Green Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastercardgreencreditbahl_58181504-6273-4c2d-affb-00fd9126d4dd-638.jpeg', 'order': 0, 'sourceEntityAssociationId': 1928}, {'typeId': 1701, 'name': 'PayPak Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bahlpaypakcard_ee8af28d-0dde-4d68-bc18-a8f2b772a36b-754.jpeg', 'order': 0, 'sourceEntityAssociationId': 2002}, {'typeId': 1728, 'name': 'Visa Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/platinumBAHL_33798fa3-70aa-4e9d-84dc-a50193849f7f-946.png', 'order': 0, 'sourceEntityAssociationId': 2057}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
89999,[''],Additional 8% off,2022-12-14T13:50:00,2023-03-31T23:59:00,NONE,8,1543,37,0,OUTLET,233856,"* You can avail the discount only by clicking on discount voucher’s collect button
* You can get additional discount of 8% or PKR 1,000 whichever is lower on each transaction every Friday
* You can avail three discount transactions per card per day
* You can only get additional 10% (Max PKR 1,500) discount with your Askari UnionPay Debit Cards on purchasing through Daraz
* You can avail discount with your Askari Gold and Classic UnionPay Debit Cards only on Daraz
* Latest version of the Daraz app shall be updated on your device and to avail the discount via online transaction you must activate your E- Commerce Session by calling Askari Bank's 24/7 Call Center at 111-000-787
* This offer is not applicable in conjunction with any other deal/offer
* Askari Bank and Daraz may amend the rules or discontinue/terminate the promotion at any time at its sole discretion without providing prior notice or reason
* The discounts are not valid in conjunction with other special promotions, discounts programs or vouchers defined by Askari Bank or alliance partner (where applicable)
* The discounts cannot be combined with group discounts, parties, special events or any other offers (where applicable)
* The discount partners reserve the right to refuse or cancel any order at any given time
* Askari Bank Card members are entitled to discounts in respect to payments made at the alliance partners through their Askari Debit Cards only and discount is not applicable on cash on delivery method
* Askari Bank shall not be responsible for any customer or third party for unsatisfactory or delayed performance of the partners, losses, damages, delays or cancellation by partners
* Askari Bank will not be responsible for any complaint or liability whatsoever that arises with respect to items and services availed at the mentioned partner(s)
* Askari Bank is not liable for the accuracy of the brand offers mentioned under alliances and for updated brand offers, please refer to the relevant alliance partner’s website
* Daraz Terms & Conditions apply
* Askari UnionPay Dedit Card Terms and Conditions apply",{},false,false,Daraz,https://d2liqplnt17rh6.cloudfront.net/logoImages/Logo_22be5f28-d9d4-427d-947e-3c5569a465c6-230.jpeg,322,Askari Bank Limited,"To be the bank of first choice in the region. Askari Bank provides easy car financing scheme and car loan to its customers. Here you can find all the deal and discounts on all Askari Bank Credit and Debit Card including Master Platinum Credit Card, Master Silver Credit Card, Master Gold Credit Card, Visa Gold Debit Card, Visa Classic Debit Card etc..",111 000 787,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/askaribanklogo_53300bf1-92db-42b0-94a5-436ef5fc762e-90.jpeg,"[{'typeId': 1659, 'name': 'Askari UnionPay Classic Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/askariunionpayclassicdebit_f38d8418-3aef-4ea0-9d15-126879abee46-514.jpeg', 'order': 0, 'sourceEntityAssociationId': 1869}, {'typeId': 1658, 'name': 'Askari UnionPay Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/askariunionpaygolddebit_23964b05-84f2-431d-a55a-16e72dc184ac-461.jpeg', 'order': 0, 'sourceEntityAssociationId': 1870}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,https://d2liqplnt17rh6.cloudfront.net/dealImages/darazakbloffer_fb89d843-f2ce-4c84-8c17-29b6b57379a3-370.jpeg,,
89879,[''],10% off,2022-12-12T13:06:00,2023-12-11T23:59:00,NONE,10,66997,29,0,OUTLET,233856,"* Payment shall be made through Meezan Bank Debit Card.
* This offer is not valid in conjunction with any other promotions and discount program.
* Discount will not be applicable on govt. taxes (like GST etc.).
* Meezan Bank reserves the right to discontinue any promotional deal at any time.",{'1175211': 'TJ Mall Sialkot Branch'},false,false,Delizia Restaurant,https://d2liqplnt17rh6.cloudfront.net/logoImages/delizialogo_c7e91ec8-cbc3-4d1f-865d-75dadb856cf8-97.jpeg,45,Meezan Bank,"Meezan Bank - The Premier Islamic Bank! With a network of over 570 online branches, Meezan Bank is the leading dedicated Islamic bank in the country that offers a wide range of personal and corporate Islamic banking products and services. Here you can find all the deals and discounts on all Meezan Bank Debit Cards including Platinum MasterCard Debit Card, Platinum Visa Debit Card, Titanium MasterCard Debit Card, Gold Visa Debit Card and Silver Visa Debit Card.",111 331 331,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/meezan_90d3c50e-5d10-402c-b090-7947d2ecca21-265.jpeg,"[{'typeId': 869, 'name': 'Gold Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/meezangolddebit_5dbb0c39-2e98-4e7c-9097-4d1b4b746cce-909.jpeg', 'order': 5, 'sourceEntityAssociationId': 97}, {'typeId': 1639, 'name': 'Classic Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/meezanclassicdebitcard_69913ab6-b3a0-4042-9f25-58b00fd31b3a-831.jpeg', 'order': 4, 'sourceEntityAssociationId': 1832}, {'typeId': 868, 'name': 'Classic Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/meezanclassicvisadebitcard_639210c9-da8d-40c4-b2fa-471a7140ff04-498.jpeg', 'order': 3, 'sourceEntityAssociationId': 98}, {'typeId': 1478, 'name': 'Kids Club Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ebb4903a-44a4-47c9-a4d6-5130afe9b2a2-480.jpeg', 'order': 2, 'sourceEntityAssociationId': 1141}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
89878,[''],15% off,2022-12-12T13:05:00,2023-12-11T23:59:00,NONE,15,66997,29,0,OUTLET,233856,"* Payment shall be made through Meezan Bank Debit Card.
* This offer is not valid in conjunction with any other promotions and discount program.
* Discount will not be applicable on govt. taxes (like GST etc.).
* Meezan Bank reserves the right to discontinue any promotional deal at any time.",{'1175211': 'TJ Mall Sialkot Branch'},false,false,Delizia Restaurant,https://d2liqplnt17rh6.cloudfront.net/logoImages/delizialogo_c7e91ec8-cbc3-4d1f-865d-75dadb856cf8-97.jpeg,45,Meezan Bank,"Meezan Bank - The Premier Islamic Bank! With a network of over 570 online branches, Meezan Bank is the leading dedicated Islamic bank in the country that offers a wide range of personal and corporate Islamic banking products and services. Here you can find all the deals and discounts on all Meezan Bank Debit Cards including Platinum MasterCard Debit Card, Platinum Visa Debit Card, Titanium MasterCard Debit Card, Gold Visa Debit Card and Silver Visa Debit Card.",111 331 331,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/meezan_90d3c50e-5d10-402c-b090-7947d2ecca21-265.jpeg,"[{'typeId': 866, 'name': 'Titanium Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/meezantitaniumdebitcard_34127440-550e-4ded-8f29-d32790b89448-210.jpeg', 'order': 6, 'sourceEntityAssociationId': 106}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
89877,[''],20% off,2022-12-12T13:04:00,2023-12-11T00:00:00,NONE,20,66997,29,0,OUTLET,233856,"* Payment shall be made through Meezan Bank Debit Card.
* This offer is not valid in conjunction with any other promotions and discount program.
* Discount will not be applicable on govt. taxes (like GST etc.).
* Meezan Bank reserves the right to discontinue any promotional deal at any time.",{'1175211': 'TJ Mall Sialkot Branch'},false,false,Delizia Restaurant,https://d2liqplnt17rh6.cloudfront.net/logoImages/delizialogo_c7e91ec8-cbc3-4d1f-865d-75dadb856cf8-97.jpeg,45,Meezan Bank,"Meezan Bank - The Premier Islamic Bank! With a network of over 570 online branches, Meezan Bank is the leading dedicated Islamic bank in the country that offers a wide range of personal and corporate Islamic banking products and services. Here you can find all the deals and discounts on all Meezan Bank Debit Cards including Platinum MasterCard Debit Card, Platinum Visa Debit Card, Titanium MasterCard Debit Card, Gold Visa Debit Card and Silver Visa Debit Card.",111 331 331,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/meezan_90d3c50e-5d10-402c-b090-7947d2ecca21-265.jpeg,"[{'typeId': 1419, 'name': 'Platinum Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/meezanplatinumdebit_47af8e9b-7429-431e-af04-0bf286147f1a-426.jpeg', 'order': 8, 'sourceEntityAssociationId': 1074}, {'typeId': 867, 'name': 'Platinum Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/meezanvisaplatinumdebit_8afdafa8-32a4-48cd-80da-6793bb11cbd5-276.jpeg', 'order': 7, 'sourceEntityAssociationId': 14}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
89876,[''],25% off,2022-12-12T13:03:00,2023-12-11T23:59:00,NONE,25,66997,29,0,OUTLET,233856,"* Payment shall be made through Meezan Bank Debit Card.
* This offer is not valid in conjunction with any other promotions and discount program.
* Discount will not be applicable on govt. taxes (like GST etc.).
* Meezan Bank reserves the right to discontinue any promotional deal at any time.",{'1175211': 'TJ Mall Sialkot Branch'},false,false,Delizia Restaurant,https://d2liqplnt17rh6.cloudfront.net/logoImages/delizialogo_c7e91ec8-cbc3-4d1f-865d-75dadb856cf8-97.jpeg,45,Meezan Bank,"Meezan Bank - The Premier Islamic Bank! With a network of over 570 online branches, Meezan Bank is the leading dedicated Islamic bank in the country that offers a wide range of personal and corporate Islamic banking products and services. Here you can find all the deals and discounts on all Meezan Bank Debit Cards including Platinum MasterCard Debit Card, Platinum Visa Debit Card, Titanium MasterCard Debit Card, Gold Visa Debit Card and Silver Visa Debit Card.",111 331 331,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/meezan_90d3c50e-5d10-402c-b090-7947d2ecca21-265.jpeg,"[{'typeId': 1740, 'name': 'Mastercard World Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/masterworlddebitcard_46ee23dd-8305-4520-81b9-a3abdebb92da-952.jpeg', 'order': 9, 'sourceEntityAssociationId': 2107}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
89918,[''],30% off on FUE,2022-12-12T00:00:00,2023-12-10T23:59:00,NONE,30,1387,211,0,OUTLET,233856,"* To redeem this offer, please scan the QR code at merchant’s location or ask the Merchant’s staff manager to enter their Unique Merchant Code
* This offer is exclusively available for PRIMUS customers on EFU Life PlanIT Mobile Application
* Offer is valid for a limited time period only
* EFU Life reserves the right to terminate or withdraw or change the criteria of any discount offering without providing prior notice or reason
* This offer is not applicable in conjunction with any other discount offers, unless specified
* Discounts will not be applicable on Government Taxes
* For queries or complaints, please contact our Loyalty support partner at 0348-1114878
* EFU Life will not be responsible for any complaint or liability whatsoever that arises with respect to products and services availed at the mentioned partners.",{'5375': 'Aziz Shaheed Rd Sialkot Branch'},false,false,Hair Club,https://d2liqplnt17rh6.cloudfront.net/logoImages/hairclub_52f00251-76b2-46ac-b37e-16edbc1e4afa-24.jpeg,326,EFU Life,Zaroori Hai,111 338 111,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/efulifelogo_852a9aad-b742-4dc4-8231-deaa0c25e584-97.png,"[{'typeId': 1664, 'name': 'PRIMUS Tier 1', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier1final_d0f3412a-fea5-4535-92d5-c2a2a2820bd7-262.jpeg', 'order': 3, 'sourceEntityAssociationId': 1873}, {'typeId': 1663, 'name': 'PRIMUS Tier 2', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier2final_2cb2d695-e006-4dc1-ae28-e6f481591c89-428.jpeg', 'order': 2, 'sourceEntityAssociationId': 1874}, {'typeId': 1662, 'name': 'PRIMUS Tier 3', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier3final_30e8cfd8-9831-4aef-9cc5-6f9fc9196539-321.jpeg', 'order': 1, 'sourceEntityAssociationId': 1875}, {'typeId': 1818, 'name': 'Employee', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/employeecard_20cbd854-3def-41fb-b701-5f2a59d00758-530.jpeg', 'order': 0, 'sourceEntityAssociationId': 2300}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,{'getBillAmount': 'true'},,,
89919,[''],20% off with FUT,2022-12-12T00:00:00,2023-12-10T23:59:00,NONE,20,1387,211,0,OUTLET,233856,"* To redeem this offer, please scan the QR code at merchant’s location or ask the Merchant’s staff manager to enter their Unique Merchant Code
* This offer is exclusively available for PRIMUS customers on EFU Life PlanIT Mobile Application
* Offer is valid for a limited time period only
* EFU Life reserves the right to terminate or withdraw or change the criteria of any discount offering without providing prior notice or reason
* This offer is not applicable in conjunction with any other discount offers, unless specified
* Discounts will not be applicable on Government Taxes
* For queries or complaints, please contact our Loyalty support partner at 0348-1114878
* EFU Life will not be responsible for any complaint or liability whatsoever that arises with respect to products and services availed at the mentioned partners.",{'5375': 'Aziz Shaheed Rd Sialkot Branch'},false,false,Hair Club,https://d2liqplnt17rh6.cloudfront.net/logoImages/hairclub_52f00251-76b2-46ac-b37e-16edbc1e4afa-24.jpeg,326,EFU Life,Zaroori Hai,111 338 111,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/efulifelogo_852a9aad-b742-4dc4-8231-deaa0c25e584-97.png,"[{'typeId': 1664, 'name': 'PRIMUS Tier 1', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier1final_d0f3412a-fea5-4535-92d5-c2a2a2820bd7-262.jpeg', 'order': 3, 'sourceEntityAssociationId': 1873}, {'typeId': 1663, 'name': 'PRIMUS Tier 2', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier2final_2cb2d695-e006-4dc1-ae28-e6f481591c89-428.jpeg', 'order': 2, 'sourceEntityAssociationId': 1874}, {'typeId': 1662, 'name': 'PRIMUS Tier 3', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier3final_30e8cfd8-9831-4aef-9cc5-6f9fc9196539-321.jpeg', 'order': 1, 'sourceEntityAssociationId': 1875}, {'typeId': 1818, 'name': 'Employee', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/employeecard_20cbd854-3def-41fb-b701-5f2a59d00758-530.jpeg', 'order': 0, 'sourceEntityAssociationId': 2300}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,{'getBillAmount': 'true'},,,
89920,[''],15% off on Toppik,2022-12-12T00:00:00,2023-12-10T23:59:00,NONE,15,1387,211,0,OUTLET,233856,"* To redeem this offer, please scan the QR code at merchant’s location or ask the Merchant’s staff manager to enter their Unique Merchant Code
* This offer is exclusively available for PRIMUS customers on EFU Life PlanIT Mobile Application
* Offer is valid for a limited time period only
* EFU Life reserves the right to terminate or withdraw or change the criteria of any discount offering without providing prior notice or reason
* This offer is not applicable in conjunction with any other discount offers, unless specified
* Discounts will not be applicable on Government Taxes
* For queries or complaints, please contact our Loyalty support partner at 0348-1114878
* EFU Life will not be responsible for any complaint or liability whatsoever that arises with respect to products and services availed at the mentioned partners.",{'5375': 'Aziz Shaheed Rd Sialkot Branch'},false,false,Hair Club,https://d2liqplnt17rh6.cloudfront.net/logoImages/hairclub_52f00251-76b2-46ac-b37e-16edbc1e4afa-24.jpeg,326,EFU Life,Zaroori Hai,111 338 111,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/efulifelogo_852a9aad-b742-4dc4-8231-deaa0c25e584-97.png,"[{'typeId': 1664, 'name': 'PRIMUS Tier 1', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier1final_d0f3412a-fea5-4535-92d5-c2a2a2820bd7-262.jpeg', 'order': 3, 'sourceEntityAssociationId': 1873}, {'typeId': 1663, 'name': 'PRIMUS Tier 2', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier2final_2cb2d695-e006-4dc1-ae28-e6f481591c89-428.jpeg', 'order': 2, 'sourceEntityAssociationId': 1874}, {'typeId': 1662, 'name': 'PRIMUS Tier 3', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/efutier3final_30e8cfd8-9831-4aef-9cc5-6f9fc9196539-321.jpeg', 'order': 1, 'sourceEntityAssociationId': 1875}, {'typeId': 1818, 'name': 'Employee', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/employeecard_20cbd854-3def-41fb-b701-5f2a59d00758-530.jpeg', 'order': 0, 'sourceEntityAssociationId': 2300}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,{'getBillAmount': 'true'},,,
